"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
"342",-121.77,37.65,16,4290,554,1952,576,NA,327500,NA
"343",-118.03,33.76,25,4650,849,2503,790,5.742,221900,"<1H OCEAN"
"344",-118.27,34.07,33,1177,468,1533,430,2.3981,183300,"<1H OCEAN"
"345",-122.28,37.9,52,2318,328,779,312,NA,362900,"NEAR BAY"
"346",-123.36,39.41,46,1748,362,808,330,2.9183,76900,"<1H OCEAN"
"347",-118.28,33.98,39,1306,345,1332,331,1.9564,92200,"<1H OCEAN"
"348",-122.43,37.79,52,3522,938,1319,887,4.3986,500001,NA
"349",-123.12,40.54,23,1091,217,539,201,1.8696,61500,"INLAND"
"350",-118.08,33.85,22,1055,204,682,216,6,191300,"<1H OCEAN"
"351",-119.23,34.17,18,6171,1490,2164,1210,3.6875,500001,"NEAR OCEAN"
"352",-116.87,33.94,35,4448,906,2736,843,2.218,73400,"INLAND"
"353",-117.09,32.74,23,3130,779,2472,744,2.32,93200,"NEAR OCEAN"
"354",-122.45,37.72,46,1406,235,771,239,4.7143,219300,NA
"355",-117.42,34.59,8,5445,1360,3220,1214,1.7567,69500,"INLAND"
"356",-118.15,33.87,33,2373,552,NA,571,3.0685,181800,"<1H OCEAN"
"357",-122.09,37.39,43,2065,535,1029,500,3.7318,327700,"NEAR BAY"
"358",-119.72,34.44,39,1489,304,700,268,3.8819,289900,NA
"359",-123.15,39.74,23,608,143,281,108,2.9306,70000,"INLAND"
"360",-117.15,34.04,14,2845,420,NA,377,NA,283100,"INLAND"
"361",-118.23,33.88,41,1941,367,1204,323,3.0417,113700,"<1H OCEAN"
"362",-117.72,34,15,4363,690,2410,666,5.4824,179700,"INLAND"
"363",-117.28,34.17,26,3106,603,1396,576,3.1736,122200,"INLAND"
"364",-120.64,35.15,7,7922,1442,2863,1197,4.849,275000,"<1H OCEAN"
"365",-122.46,37.76,52,2236,545,1186,532,3.4531,414300,"NEAR BAY"
"366",-122.2,38.1,5,9567,1729,4620,1580,4.4821,210000,"NEAR BAY"
"367",-119.16,36.28,18,2377,414,1359,424,4.4,79300,"INLAND"
"368",-117.46,34.07,19,3155,572,2482,642,2.9973,113400,"INLAND"
"369",-117.88,33.74,25,1799,557,3416,538,3.0083,163500,"<1H OCEAN"
"370",-118.05,34.14,39,2125,295,862,303,NA,500001,"INLAND"
"371",-121.73,36.5,27,3184,520,1121,493,5.6383,377000,"<1H OCEAN"
"372",-119.55,37.75,30,2165,536,1500,414,3.5391,55900,"INLAND"
"373",-117.61,33.43,24,2303,399,851,379,3.9875,346500,"NEAR OCEAN"
"374",-122.47,37.78,51,1485,386,880,385,2.7431,307100,"NEAR BAY"
"375",-121.98,37.31,28,3840,629,1883,662,NA,335900,"<1H OCEAN"
"376",-119.14,36.29,32,2084,482,1410,420,1.5321,48300,"INLAND"
"377",-118.17,33.87,45,2110,494,1404,454,2.9803,165900,"<1H OCEAN"
"378",-114.62,33.62,26,18,3,5,3,0.536,275000,NA
"379",-120.62,37.35,18,874,203,572,190,1.6833,71000,"INLAND"
"380",-119.94,38.95,25,1789,536,1134,396,2.32,91300,"INLAND"
"381",-117.99,33.73,17,5239,1045,2440,985,4.375,248100,NA
"382",-118.24,33.95,37,441,125,390,98,1.6513,90200,"<1H OCEAN"
"383",-118.33,34.16,23,1359,428,770,380,3.4016,234600,"<1H OCEAN"
"384",-117.88,33.92,13,3292,727,1565,698,5.457,308800,NA
"385",-119.24,36.8,17,2052,405,975,340,2.6902,94400,"INLAND"
"386",-122.02,37.98,37,1474,343,782,331,3.4187,161700,"NEAR BAY"
"387",-118.41,34.15,46,1628,259,500,258,6.083,424000,"<1H OCEAN"
"388",-117.81,33.83,8,7326,884,2569,798,NA,477100,"<1H OCEAN"
"389",-118.12,34.03,20,2595,428,1751,479,5.6112,308000,"<1H OCEAN"
"390",-117.48,34.09,32,1650,328,1124,290,3.1838,98600,"INLAND"
"391",-121.11,38.95,14,3888,890,1830,844,1.8238,158600,"INLAND"
"392",-122.16,37.42,34,4448,610,2571,581,NA,500001,"NEAR OCEAN"
"393",-121.8,39.75,11,7212,1355,3264,1264,3.1125,122600,"INLAND"
"394",-117.21,33.03,20,3370,433,1020,408,NA,500001,NA
"395",-117.23,33.94,8,2405,537,NA,517,3.0789,114200,"INLAND"
"396",-118.21,33.9,35,2420,579,2010,540,2.0817,104600,"<1H OCEAN"
"397",-117.78,33.69,16,3400,501,1575,488,6.0961,295500,"<1H OCEAN"
"398",-118.33,33.91,39,1224,312,1106,333,3.3491,181800,"<1H OCEAN"
"399",-121.92,37.53,7,28258,3864,NA,3701,NA,451100,"<1H OCEAN"
"400",-121.49,38.58,52,569,405,509,367,0.9196,137500,"INLAND"
"401",-117.91,33.6,37,2088,510,673,390,5.1048,500001,"<1H OCEAN"
"402",-117.24,32.8,29,3376,882,1513,843,3.101,238200,"NEAR OCEAN"
"403",-118.08,34.55,5,16181,2971,8152,2651,4.5237,141800,"INLAND"
"404",-122.28,37.55,17,4199,629,2020,630,6.1228,375700,"NEAR BAY"
"405",-121.64,39.22,37,1189,248,627,219,3.8611,100000,"INLAND"
"406",-117.63,34.07,39,2650,511,1537,495,3.4432,106700,"INLAND"
"407",-117.9,33.65,27,3310,598,1402,563,NA,441100,NA
"408",-122.08,37.24,21,427,63,182,70,NA,500001,"<1H OCEAN"
"409",-122.04,36.96,44,1294,269,645,259,3.2437,223900,NA
"410",-117.98,33.77,22,3236,673,2034,662,4.0955,174200,"<1H OCEAN"
"411",-118.12,34.06,17,5137,1614,4945,1535,2.4599,181600,"<1H OCEAN"
"412",-122.23,37.79,48,1696,396,1481,343,2.0375,122500,"NEAR BAY"
"413",-117.9,33.65,30,1634,373,771,364,3.4125,284100,NA
"414",-122.17,39.92,16,1566,306,652,287,1.9038,60800,"INLAND"
"415",-118.61,34.23,26,3727,572,1724,530,6.1419,327300,"<1H OCEAN"
"416",-118.44,34.16,33,1616,322,580,311,4.0391,337500,"<1H OCEAN"
"417",-118.11,33.84,36,1756,297,798,287,5.5581,218300,"<1H OCEAN"
"418",-118.41,34.03,36,3053,635,NA,577,5.1637,500001,"<1H OCEAN"
"419",-121.31,38.03,18,4893,1008,3036,997,2.5212,110000,"INLAND"
"420",-117.7,34.05,24,2834,470,1815,471,4.7357,162500,"INLAND"
"421",-117.89,33.82,24,1268,210,700,224,5.0605,216200,"<1H OCEAN"
"422",-117.08,32.64,11,1651,533,947,515,1.6806,141700,"NEAR OCEAN"
"423",-117.1,32.75,16,2426,799,1505,754,1.6444,103400,"NEAR OCEAN"
"424",-117.94,33.84,25,4016,831,2166,774,3.1884,135400,"<1H OCEAN"
"425",-117.99,33.82,19,1991,528,1202,460,3.1538,252100,"<1H OCEAN"
"426",-118.21,34.05,45,2146,607,2868,625,2.121,144000,"<1H OCEAN"
"427",-118.23,34.22,37,1376,237,618,226,5.9771,431800,NA
"428",-119.69,36.74,17,2438,598,1563,538,1.5449,62500,"INLAND"
"429",-118.06,34.11,36,2178,485,914,412,2.7656,239500,"INLAND"
"430",-121.37,38.58,37,2839,390,1006,400,NA,280400,"INLAND"
"431",-117.11,33.74,18,4799,1035,1966,944,2.1182,71300,"INLAND"
"432",-118.09,33.91,14,2369,604,1546,464,3.7969,159400,"<1H OCEAN"
"433",-118.35,34.28,30,3214,513,1700,533,4.6944,248200,NA
"434",-122.28,37.84,52,2153,481,1168,441,1.9615,115200,"NEAR BAY"
"435",-117.93,34.15,14,9610,2005,4723,1907,4.0393,156800,"INLAND"
"436",-121.03,40.35,52,5486,1044,1977,754,2.1833,49500,"INLAND"
"437",-118.3,33.99,44,1458,326,1159,283,1.1645,98200,"<1H OCEAN"
"438",-121.02,37.68,28,2875,560,NA,558,3.5489,106400,"INLAND"
"439",-118.18,34.12,29,2640,737,1795,655,2.369,173400,"<1H OCEAN"
"440",-119.72,34.44,43,1781,342,663,358,4.7,293800,"<1H OCEAN"
"441",-119.06,34.35,34,2426,646,2116,631,2.0682,158300,"<1H OCEAN"
"442",-117.89,33.6,36,1496,247,441,203,NA,500001,"<1H OCEAN"
"443",-123.52,41.01,17,1564,345,517,222,2.1542,83800,"INLAND"
"444",-118.42,33.85,43,1584,477,799,433,5.0322,435000,"NEAR OCEAN"
"445",-118.54,34.23,35,3422,601,1690,574,4.375,232900,"<1H OCEAN"
"446",-119.01,35.38,52,114,26,158,26,1.075,67500,"INLAND"
"447",-118.44,34.05,18,4780,1192,1886,1036,4.4674,500001,"<1H OCEAN"
"448",-122.47,37.78,52,1941,436,955,425,4.1339,396400,NA
"449",-118.37,33.92,39,1073,206,556,204,4.8611,245600,"<1H OCEAN"
"450",-118.46,34.05,25,6902,2138,3136,1844,2.6509,410000,NA
"451",-117.81,33.84,17,4343,515,1605,484,NA,460100,"<1H OCEAN"
"452",-121.04,38.95,22,1931,445,1009,407,2.75,153200,"INLAND"
"453",-118.17,34.09,45,1327,271,1069,284,3.3977,153800,"<1H OCEAN"
"454",-117.06,32.58,13,3435,708,1761,699,3.4792,107600,"NEAR OCEAN"
"455",-122.43,37.73,52,1985,401,1337,424,4.1071,240900,"NEAR BAY"
"456",-118.94,35.37,23,1106,252,790,230,1.8523,59700,"INLAND"
"457",-117.14,33.81,13,4496,756,2044,695,3.2778,148800,"INLAND"
"458",-117.26,33.19,4,2342,595,1518,545,2.9469,216100,"NEAR OCEAN"
"459",-121,37.66,43,2039,331,NA,342,3.9844,152000,"INLAND"
"460",-124.17,40.74,17,2026,338,873,313,4.0357,128900,"NEAR OCEAN"
"461",-118.1,33.85,36,956,159,416,157,4.6429,223700,"<1H OCEAN"
"462",-121.78,37.66,25,1947,418,900,354,3.8523,193000,"INLAND"
"463",-122.39,37.73,52,1070,224,567,207,2.8603,189000,"NEAR BAY"
"464",-118.03,34.07,37,1091,269,905,242,3.1042,152000,"<1H OCEAN"
"465",-122.28,37.85,49,1130,244,607,239,2.4597,93800,"NEAR BAY"
"466",-116.61,33.04,11,2522,538,NA,269,3.875,198100,"INLAND"
"467",-118.19,34.06,37,1715,456,2052,440,2.3125,116100,"<1H OCEAN"
"468",-118.19,33.77,52,1562,616,692,512,1.4048,200000,"NEAR OCEAN"
"469",-122.31,37.54,38,1946,407,975,417,4.0726,385400,"NEAR OCEAN"
"470",-117.08,33.08,23,3400,501,1383,488,4.9844,249100,NA
"471",-121.46,38.52,34,1279,285,963,268,2.71,65600,"INLAND"
"472",-118.4,34,34,1816,335,872,339,4.85,329400,"<1H OCEAN"
"473",-117.98,33.76,29,1518,312,1086,317,4.32,196900,"<1H OCEAN"
"474",-118.36,33.96,25,1849,518,1498,451,2.8378,170000,"<1H OCEAN"
"475",-117.22,32.83,17,1124,187,553,205,5.7451,237300,"NEAR OCEAN"
"476",-117.03,32.95,19,4500,815,2456,782,4.5032,168900,"<1H OCEAN"
"477",-122.26,37.83,52,1443,311,NA,292,3.0125,184400,"NEAR BAY"
"478",-118.27,34.08,43,962,253,658,244,3.2386,185000,"<1H OCEAN"
"479",-118.21,34.56,12,2472,408,1048,380,4.7097,262100,"INLAND"
"480",-117.04,32.63,26,2756,422,1166,398,5.1354,181600,"NEAR OCEAN"
"481",-117.93,33.93,37,1128,273,931,234,2.8,137500,"<1H OCEAN"
"482",-121.61,37.15,16,5498,729,2051,694,NA,416300,"<1H OCEAN"
"483",-118,33.85,33,2053,418,1154,405,4.0455,197200,"<1H OCEAN"
"484",-118.2,33.87,26,703,202,757,212,2.525,155500,"<1H OCEAN"
"485",-119.08,35.35,20,892,129,331,135,NA,176300,"INLAND"
"486",-121.75,36.76,32,1740,399,1563,389,2.7694,132400,"<1H OCEAN"
"487",-121,37.69,18,3469,661,1452,628,3.4079,147500,"INLAND"
"488",-117.99,33.71,17,1600,458,1803,432,2.7865,216700,"<1H OCEAN"
"489",-122.45,37.78,52,1345,291,560,294,3.7159,494400,"NEAR BAY"
"490",-117.88,33.75,50,1344,228,747,234,4.5125,195400,"<1H OCEAN"
"491",-121.35,38.04,5,4303,613,2206,621,5.5842,159100,"INLAND"
"492",-117.54,33.76,5,5846,1035,3258,1001,4.7965,160800,"<1H OCEAN"
"493",-121.48,38.61,18,1511,315,1062,304,2.3438,89400,"INLAND"
"494",-120.27,34.72,14,1289,277,693,237,3.2569,230800,"<1H OCEAN"
"495",-117.93,33.79,34,3592,616,NA,605,5.2129,193400,"<1H OCEAN"
"496",-117.82,33.73,23,2542,772,1720,675,3.8703,137000,"<1H OCEAN"
"497",-122.05,37.37,35,1365,256,662,262,5.6533,291400,"<1H OCEAN"
"498",-117.27,33.21,5,5764,996,3161,1012,4.4531,177500,"<1H OCEAN"
"499",-122.02,38.02,44,1465,247,817,237,4.8693,156900,"NEAR BAY"
"500",-118.11,33.89,34,2508,594,1549,545,3.2069,236500,NA
"501",-118.26,33.95,38,1387,346,NA,355,1.6898,95100,"<1H OCEAN"
"502",-117.74,34.03,27,3623,809,3712,754,3.4609,123300,"INLAND"
"503",-117.85,34.06,24,3128,497,1406,472,NA,462700,NA
"504",-122.46,37.71,47,1527,283,1102,282,4,231600,"NEAR OCEAN"
"505",-117.82,33.65,18,2105,302,830,286,NA,362500,"<1H OCEAN"
"506",-118.6,34.21,19,2581,857,2004,784,2.6159,182300,"<1H OCEAN"
"507",-118.37,33.91,35,1742,283,NA,282,5.6704,303700,"<1H OCEAN"
"508",-122.21,37.77,43,1017,328,836,277,2.2604,100000,"NEAR BAY"
"509",-124.14,40.67,23,580,117,320,109,4.2054,130600,"NEAR OCEAN"
"510",-118.34,34.04,40,2064,662,2140,617,2.2254,127100,"<1H OCEAN"
"511",-117.2,34.52,12,4476,761,2255,735,3.925,118500,"INLAND"
"512",-121.89,37.67,20,2948,471,NA,474,6.0604,247900,"INLAND"
"513",-117.92,33.9,13,1814,320,NA,313,NA,337900,NA
"514",-118.28,34.17,52,2332,433,1135,440,5.5658,331200,"<1H OCEAN"
"515",-121.54,39.08,26,2276,460,1455,474,2.4695,58000,"INLAND"
"516",-119.02,34.24,24,4650,748,2374,702,5.8838,232600,"<1H OCEAN"
"517",-117.2,34.5,10,4201,850,2378,808,2.1781,92200,"INLAND"
"518",-118.34,34.06,52,2089,309,883,281,NA,500001,NA
"519",-121.92,37.29,34,943,135,378,139,5.1765,344600,"<1H OCEAN"
"520",-121.21,37.8,31,699,186,460,170,2.7443,94200,"INLAND"
"521",-121.69,36.81,18,2837,522,1454,458,4.5272,221000,"<1H OCEAN"
"522",-118.55,34.04,41,1482,239,617,242,NA,500001,NA
"523",-121.87,37.66,39,522,116,161,102,2.4896,238500,"INLAND"
"524",-122.25,37.39,33,370,42,153,53,NA,500001,"NEAR OCEAN"
"525",-122.41,37.8,52,1394,395,1700,400,2.75,168800,"NEAR BAY"
"526",-118.27,33.97,45,1546,371,1186,366,1.64,96800,"<1H OCEAN"
"527",-121.93,37.27,30,2862,544,1387,542,5.1104,278100,"<1H OCEAN"
"528",-116.9,34.69,10,337,102,108,50,0.4999,55000,"INLAND"
"529",-122.9,39.23,39,1295,240,534,179,3.9519,98900,"INLAND"
"530",-120.43,34.89,28,2862,478,NA,463,4.6694,158200,"<1H OCEAN"
"531",-121.6,39.15,19,1396,336,940,309,1.5208,70300,"INLAND"
"532",-118.24,33.93,32,779,201,861,219,1.0625,89800,"<1H OCEAN"
"533",-118.35,33.94,36,2225,601,NA,610,2.5547,150400,"<1H OCEAN"
"534",-118.04,34.17,52,1885,401,764,373,4.0385,265700,NA
"535",-121.79,37.23,16,2240,300,1221,305,6.0198,289600,"<1H OCEAN"
"536",-122.62,38.73,21,1425,323,727,287,2.1474,85300,"INLAND"
"537",-120.86,37.52,9,9885,1871,5372,1843,3.4821,127100,"INLAND"
"538",-117.15,33.45,4,9089,1413,3886,1243,4.6904,174200,"<1H OCEAN"
"539",-118.07,33.79,26,4422,624,1936,625,NA,320700,"<1H OCEAN"
"540",-119.85,34.44,28,1765,301,1173,297,6.0256,276800,"NEAR OCEAN"
"541",-122.2,37.79,40,1060,256,667,235,4.1739,169600,"NEAR BAY"
"542",-117.34,34.16,31,1606,354,1049,335,2.1935,72700,"INLAND"
"543",-121.92,36.95,29,3457,699,1327,563,3.6597,252300,"NEAR OCEAN"
"544",-117.85,33.62,18,729,105,316,108,NA,500001,"<1H OCEAN"
"545",-118.31,34.01,52,1793,350,1303,366,3.0759,123700,"<1H OCEAN"
"546",-118.16,33.78,39,4075,1085,2470,1025,2.3317,222500,"NEAR OCEAN"
"547",-122.27,37.74,28,6909,1554,2974,1484,3.6875,353900,NA
"548",-118.13,33.97,36,1759,295,837,267,4.6992,251900,NA
"549",-119.71,34.42,39,1172,322,606,316,2.16,259100,NA
"550",-118.44,34.16,35,3080,642,1362,623,4.1218,328500,"<1H OCEAN"
"551",-122.46,37.59,21,12902,2118,6160,2082,5.7653,325800,"NEAR OCEAN"
"552",-116.97,32.78,35,1113,236,681,246,2.9784,136400,"<1H OCEAN"
"553",-117.93,33.74,5,639,197,666,197,3.3017,87500,"<1H OCEAN"
"554",-121.01,37.72,23,1373,264,677,245,2.5486,161100,"INLAND"
"555",-117.92,33.86,26,745,161,247,151,3.6375,133900,"<1H OCEAN"
"556",-117.43,33.95,36,2284,444,1425,405,4.0526,104500,"INLAND"
"557",-118.14,34.2,39,2569,426,1282,432,5.0953,207400,"INLAND"
"558",-120.85,37.05,32,2893,481,NA,466,3.1719,140600,"INLAND"
"559",-116.96,32.79,19,3008,693,2341,689,2.6087,123800,"<1H OCEAN"
"560",-118.8,34.19,4,15572,2222,5495,2152,NA,500001,NA
"561",-122.41,37.71,49,1852,429,1615,447,3.495,217800,"NEAR BAY"
"562",-118.44,34,44,1462,338,821,341,2.599,362200,"<1H OCEAN"
"563",-118.01,34.55,2,2701,530,1368,430,4.071,137400,"INLAND"
"564",-117.01,33.75,15,2873,903,1094,659,1.8015,105100,"INLAND"
"565",-118.1,34.06,31,2852,740,3100,725,2.9524,178800,"<1H OCEAN"
"566",-116.74,33.62,11,2385,661,682,242,2.9141,214300,"INLAND"
"567",-121.89,40.97,26,1183,276,513,206,2.225,52000,"INLAND"
"568",-122.4,37.72,41,1975,440,1528,424,3.8625,218300,"NEAR BAY"
"569",-119.77,36.81,28,1713,302,663,282,3.567,85500,"INLAND"
"570",-118.39,34.17,40,1696,372,835,385,3.6563,222400,"<1H OCEAN"
"571",-120.25,37.23,34,1656,328,1110,332,2.1845,59900,"INLAND"
"572",-121.29,37.98,49,2501,565,NA,550,2.5043,76700,"INLAND"
"573",-122.51,37.98,37,4801,699,1830,679,6.0762,487800,"NEAR BAY"
"574",-120.88,38.32,18,2791,492,NA,438,3.2589,103000,"INLAND"
"575",-117.88,33.89,16,959,176,353,185,4.5,173300,"<1H OCEAN"
"576",-117.35,34.11,34,2104,388,1578,365,3.0833,88400,"INLAND"
"577",-116.15,33.69,22,197,54,331,70,2.9286,112500,"INLAND"
"578",-117.25,33,14,2518,458,931,414,5.8393,485300,"NEAR OCEAN"
"579",-122.16,37.17,35,6422,1380,2755,1064,5.0165,202300,"NEAR OCEAN"
"580",-116.9,33.93,34,3183,738,NA,647,2.2321,71800,"INLAND"
"581",-117.76,33.84,15,3764,510,1448,468,NA,410500,NA
"582",-121.28,38.77,6,3819,550,1738,587,5.8718,201400,"INLAND"
"583",-120.31,37.64,11,2403,497,890,344,3,120800,"INLAND"
"584",-118.31,34.03,46,2173,510,1343,476,2.025,135500,"<1H OCEAN"
"585",-121.81,37.26,14,3379,683,1465,620,4.0547,236200,NA
"586",-121.82,38.01,25,3018,606,NA,568,3.4722,127000,"INLAND"
"587",-117.88,33.9,21,3180,434,1413,391,NA,277300,NA
"588",-121.69,36.96,23,1229,254,NA,232,5.1433,305600,NA
"589",-121.94,37.3,25,1455,370,734,331,3.2727,262500,NA
"590",-118,33.92,26,2830,399,1204,404,6.1273,289600,"<1H OCEAN"
"591",-121.42,37.76,18,5501,1051,2964,1009,4.1855,162100,"INLAND"
"592",-121.45,38.7,24,2159,369,1141,355,3.9853,90400,"INLAND"
"593",-117.02,32.74,12,3301,963,2000,879,1.8594,119200,"NEAR OCEAN"
"594",-117.1,32.67,26,2629,763,2721,767,2.0982,109100,"NEAR OCEAN"
"595",-117.25,32.73,38,1840,291,633,283,4.9125,383600,"NEAR OCEAN"
"596",-119.04,35.32,20,37,11,34,8,1.2,50000,"INLAND"
"597",-118.13,33.82,44,1785,307,779,291,4.3056,228600,NA
"598",-118.05,34.11,48,1410,304,677,274,3.2596,272400,"INLAND"
"599",-118.35,34.05,46,2149,451,905,443,2.8841,290800,"<1H OCEAN"
"600",-119.75,36.75,49,2331,460,1290,477,2.5111,55400,"INLAND"
"601",-119.01,35.37,35,120,35,477,41,1.9125,47500,"INLAND"
"602",-117.17,32.82,24,1569,377,715,321,3.1146,187500,"NEAR OCEAN"
"603",-119.29,36.34,10,1832,455,1664,429,2.0227,53300,"INLAND"
"604",-117.07,32.73,18,2968,656,NA,581,2.6452,154200,"NEAR OCEAN"
"605",-117.71,33.54,7,4907,577,1883,556,NA,453800,NA
"606",-117.98,33.65,22,3592,527,1598,523,NA,294900,"<1H OCEAN"
"607",-117.88,34.01,16,6756,1332,4429,1299,4.7589,178200,"<1H OCEAN"
"608",-119.82,34.43,15,1482,345,669,379,3.0773,112500,"NEAR OCEAN"
"609",-118.17,33.84,45,1853,328,945,320,5.0787,219200,"<1H OCEAN"
"610",-122.57,38.02,33,9531,1487,3798,1409,5.6512,314000,"NEAR BAY"
"611",-118.33,33.88,30,1856,444,899,435,3.1505,270000,"<1H OCEAN"
"612",-121.29,37.99,45,965,198,498,195,1.6944,75200,"INLAND"
"613",-117.1,32.97,17,3167,861,2098,828,2.4459,85800,"<1H OCEAN"
"614",-118.07,33.92,36,1560,320,1348,314,3.622,174000,"<1H OCEAN"
"615",-117.24,34.59,4,5027,797,1869,686,3.5507,186100,"INLAND"
"616",-121.61,39.77,25,1612,313,837,303,2.963,89500,"INLAND"
"617",-122.29,37.97,20,3426,632,NA,580,4.4911,227400,NA
"618",-121.34,38.66,17,1149,257,583,243,2.8092,137500,"INLAND"
"619",-118.09,34.15,45,1345,356,749,327,2.8007,210900,"INLAND"
"620",-118.44,34.02,32,2242,490,921,461,4.0429,500001,"<1H OCEAN"
"621",-122,37.99,28,4035,641,NA,659,5.4607,192300,"INLAND"
"622",-119.02,35.39,52,191,52,106,49,2.0455,72500,"INLAND"
"623",-122.38,40.56,23,2281,408,1164,420,3.5347,101200,"INLAND"
"624",-117.9,33.93,12,4325,1191,1897,1080,3.3173,247400,"<1H OCEAN"
"625",-117.27,34.23,26,6339,1244,1177,466,3.7708,110400,"INLAND"
"626",-115.54,32.79,30,752,194,733,186,1.6607,56100,"INLAND"
"627",-117.7,33.47,20,1577,363,764,333,4.1563,320800,"<1H OCEAN"
"628",-117.25,32.99,10,4926,749,1478,634,NA,439900,"NEAR OCEAN"
"629",-118.31,34.02,52,1832,441,1186,420,1.2434,98400,"<1H OCEAN"
"630",-122.28,37.77,27,3997,1073,1901,966,3.75,242800,NA
"631",-118.41,33.75,4,311,51,128,46,NA,500001,NA
"632",-122.14,37.9,32,5738,746,2099,732,NA,500001,"NEAR BAY"
"633",-122.02,37.55,33,1325,274,909,267,4.5687,177200,"NEAR BAY"
"634",-117.24,32.98,4,6423,1042,2607,983,NA,337000,"NEAR OCEAN"
"635",-121.99,37.36,32,1754,324,917,330,4.6761,298300,"<1H OCEAN"
"636",-117.29,33.05,28,1146,338,672,292,3.1667,300000,"NEAR OCEAN"
"637",-121.39,39.12,28,10035,1856,6912,1818,2.0943,108300,"INLAND"
"638",-122.67,38.45,24,2622,525,1027,510,2.9222,242600,"<1H OCEAN"
"639",-117.17,32.63,26,1617,279,2745,250,3.5357,67500,"NEAR OCEAN"
"640",-122.24,37.76,49,2428,525,1110,492,3.6719,229800,"NEAR BAY"
"641",-120.96,37.54,29,1468,245,747,231,3.4643,125000,"INLAND"
"642",-118.31,33.93,42,1173,201,NA,186,5.5787,142000,"<1H OCEAN"
"643",-118.34,33.93,35,1213,284,NA,253,4.0625,159900,"<1H OCEAN"
"644",-120.38,36.15,17,2279,448,1200,420,2.7461,70000,"INLAND"
"645",-117.05,32.95,17,4814,1091,3013,1078,3.2369,167800,"<1H OCEAN"
"646",-119.98,38.92,27,2682,606,1010,399,3.15,86900,"INLAND"
"647",-118.25,34.15,32,1377,444,768,422,2.2621,187500,"<1H OCEAN"
"648",-118.86,34.2,32,2399,384,1199,390,4.125,264600,"<1H OCEAN"
"649",-122.09,37.69,20,4296,817,1732,800,4.8036,188300,"NEAR BAY"
"650",-118.29,34.11,30,2774,570,1076,580,5.296,500001,"<1H OCEAN"
"651",-118.92,35.38,33,3122,579,1733,545,3.8307,70600,"INLAND"
"652",-117.27,33.2,23,2145,379,1360,404,4.2054,150700,"<1H OCEAN"
"653",-122.4,37.78,52,464,202,286,148,1.6125,112500,"NEAR BAY"
"654",-117.08,32.6,24,1901,490,1334,476,2.2544,121900,"NEAR OCEAN"
"655",-117.44,33.92,33,2433,525,1466,517,3.0437,110800,"INLAND"
"656",-117.12,32.58,34,2003,466,1226,443,3.0613,136700,"NEAR OCEAN"
"657",-121.54,38.5,15,6093,1051,2415,997,4.2075,183600,"INLAND"
"658",-121.88,37.43,31,2573,474,1898,475,5.6651,204100,"<1H OCEAN"
"659",-121.42,36.85,7,1626,325,677,304,2.3125,170800,"INLAND"
"660",-117.97,33.73,19,4154,560,2130,589,NA,301800,NA
"661",-117.75,34.07,52,1548,348,1131,343,2.63,127300,"INLAND"
"662",-118.37,33.77,26,6339,876,2540,880,NA,500001,"NEAR OCEAN"
"663",-118.38,33.86,24,3124,560,1312,542,NA,333800,"<1H OCEAN"
"664",-122.04,36.97,30,2695,424,1098,420,5.3972,362300,"NEAR OCEAN"
"665",-121.87,38.02,52,2264,439,NA,476,2.7083,99400,"INLAND"
"666",-120.71,40.36,19,4462,828,2229,777,3.5536,105700,"INLAND"
"667",-118.27,33.89,32,1969,397,1349,370,4.4659,138100,"<1H OCEAN"
"668",-118.22,33.82,30,1680,469,1779,429,3.6086,146300,"NEAR OCEAN"
"669",-118.65,34.27,23,1724,265,934,306,6.0783,229200,"<1H OCEAN"
"670",-122.12,37.68,37,2412,394,975,375,4.0417,191100,"NEAR BAY"
"671",-121.06,37.42,52,504,96,295,97,3.5,73500,"INLAND"
"672",-118.2,33.93,36,1191,345,NA,295,2.5185,138800,"<1H OCEAN"
"673",-120.69,35.62,43,3044,652,1456,608,2.4567,140000,"<1H OCEAN"
"674",-121.87,37.66,52,775,134,315,123,5.0677,233300,"INLAND"
"675",-117.13,32.92,16,2173,399,1460,393,4.2614,169600,"<1H OCEAN"
"676",-121.27,38.13,52,1081,257,437,225,2.1979,114100,"INLAND"
"677",-122.44,37.78,37,1235,314,481,297,3.6875,492300,"NEAR BAY"
"678",-118.4,33.87,34,3145,786,1352,727,5.0976,469800,"<1H OCEAN"
"679",-122.09,37.64,36,1180,212,664,200,5.2838,172600,"NEAR BAY"
"680",-122.15,37.69,39,1670,308,957,335,5.1312,183600,"NEAR BAY"
"681",-118.5,34.21,35,1668,332,807,311,4.5125,200300,"<1H OCEAN"
"682",-121.79,37.31,22,2199,361,1270,386,5.1149,235700,"<1H OCEAN"
"683",-118.4,33.88,35,1060,191,444,196,NA,500001,NA
"684",-117.91,33.67,32,3058,562,1475,569,4.4625,253500,NA
"685",-117.22,33.36,16,3165,482,1351,452,4.605,263300,"<1H OCEAN"
"686",-122.05,37.34,31,1443,215,627,222,NA,416500,"<1H OCEAN"
"687",-118.09,33.95,36,1991,396,1306,403,4.5,166600,"<1H OCEAN"
"688",-121.79,37.99,18,3646,534,1651,535,5.7321,164700,"INLAND"
